0.000000000000000000e+00,2.561001525020650577e-04
1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,4.103546447616020004e-04
3.000000000000000000e+00,1.491626303273443921e-01
4.000000000000000000e+00,1.191281842329903942e-03
5.000000000000000000e+00,3.029385585170995859e-04
6.000000000000000000e+00,4.640044248327131280e-04
7.000000000000000000e+00,5.332187837545211521e-04
8.000000000000000000e+00,2.721401827292097269e-04
9.000000000000000000e+00,5.510076066115790613e-04
1.000000000000000000e+01,5.141098896309675330e-04
1.100000000000000000e+01,1.053431292635865915e-03
1.200000000000000000e+01,9.870623568455339468e-04
1.300000000000000000e+01,5.468231998177646488e-04
1.400000000000000000e+01,1.356281274755122496e-03
1.500000000000000000e+01,6.953924701901298584e-04
1.600000000000000000e+01,4.865927439764426731e-04
1.700000000000000000e+01,9.611309199623982880e-04
1.800000000000000000e+01,5.575641663270802318e-04
1.900000000000000000e+01,2.459387058259992261e-04
2.000000000000000000e+01,1.976470136953954986e-04
2.100000000000000000e+01,7.424886267822080818e-04
2.200000000000000000e+01,4.514031073665818400e-04
2.300000000000000000e+01,4.188814749094069015e-04
2.400000000000000000e+01,4.436533373918973141e-04
2.500000000000000000e+01,4.156335196987314740e-04
2.600000000000000000e+01,2.855508517886239843e-04
2.700000000000000000e+01,1.331827690064673643e-03
2.800000000000000000e+01,1.264116519908142387e-03
2.900000000000000000e+01,6.271034030332619863e-04
3.000000000000000000e+01,4.277074355473414009e-04
3.100000000000000000e+01,5.420842452816225640e-04
3.200000000000000000e+01,6.755032955703764832e-04
3.300000000000000000e+01,1.450796638975422994e-03
3.400000000000000000e+01,6.472226212854732949e-04
3.500000000000000000e+01,6.021297811985492840e-04
3.600000000000000000e+01,1.234977704181990717e-04
3.700000000000000000e+01,2.842419752427215044e-04
3.800000000000000000e+01,7.118037034602877440e-04
3.900000000000000000e+01,4.469248423175950329e-04
4.000000000000000000e+01,3.565037895952122239e-04
4.100000000000000000e+01,8.359283790969266985e-04
4.200000000000000000e+01,1.010124531902526412e-03
4.300000000000000000e+01,7.603460612187981117e-04
4.400000000000000000e+01,4.328348887350338590e-04
4.500000000000000000e+01,1.240608085162211950e-03
4.600000000000000000e+01,1.194544166170154317e-03
4.700000000000000000e+01,6.540604997519845146e-04
4.800000000000000000e+01,4.190134412950523475e-04
4.900000000000000000e+01,4.341025756791872209e-04
5.000000000000000000e+01,7.892410779991872833e-04
5.100000000000000000e+01,1.684213674904631148e-04
5.200000000000000000e+01,4.230452194519603872e-04
5.300000000000000000e+01,9.155889556385705041e-04
5.400000000000000000e+01,8.225818967936018801e-05
5.500000000000000000e+01,6.662313400813623613e-04
5.600000000000000000e+01,3.499358192443631065e-04
5.700000000000000000e+01,1.159981883789258390e-03
5.800000000000000000e+01,6.683847066303321045e-04
5.900000000000000000e+01,7.045550836176702348e-04
6.000000000000000000e+01,2.796621936076513614e-04
6.100000000000000000e+01,1.209419668763869358e-03
6.200000000000000000e+01,4.163228369314586554e-04
6.300000000000000000e+01,2.475387590154919516e-04
6.400000000000000000e+01,1.209641931196644331e-03
6.500000000000000000e+01,3.838995504181317458e-04
6.600000000000000000e+01,4.290846771349180562e-04
6.700000000000000000e+01,2.702769162128264313e-04
6.800000000000000000e+01,6.635962848190497679e-04
6.900000000000000000e+01,9.759540231009081364e-04
7.000000000000000000e+01,6.815858526956456061e-04
7.100000000000000000e+01,6.187517086777893699e-04
7.200000000000000000e+01,6.949428820454020377e-04
7.300000000000000000e+01,6.029823903576547912e-04
7.400000000000000000e+01,4.964634788347162828e-04
7.500000000000000000e+01,5.870954288378485214e-04
7.600000000000000000e+01,5.072163448257408815e-04
7.700000000000000000e+01,9.676328000179663241e-04
7.800000000000000000e+01,8.767555311799528914e-04
7.900000000000000000e+01,7.270696232914065525e-04
8.000000000000000000e+01,3.249370806355064874e-04
8.100000000000000000e+01,6.113742835626224167e-04
8.200000000000000000e+01,5.984018089561686862e-04
8.300000000000000000e+01,3.002570491933743719e-04
8.400000000000000000e+01,5.335483398870936303e-04
8.500000000000000000e+01,7.211306869689689631e-04
8.600000000000000000e+01,7.390865805972750280e-04
8.700000000000000000e+01,2.442033609272308307e-04
8.800000000000000000e+01,7.086035765504517274e-04
8.900000000000000000e+01,4.996717882033550493e-04
9.000000000000000000e+01,5.417192633831170419e-04
9.100000000000000000e+01,1.995887490112082817e-04
9.200000000000000000e+01,5.104574904697494180e-04
9.300000000000000000e+01,4.990201982715276440e-04
9.400000000000000000e+01,3.475180598910303969e-04
9.500000000000000000e+01,6.599034153238053906e-04
9.600000000000000000e+01,4.244936289663395310e-04
9.700000000000000000e+01,4.635665450158166570e-04
9.800000000000000000e+01,4.910267899128069151e-04
9.900000000000000000e+01,7.384210855076746814e-04
1.000000000000000000e+02,7.742282708656079797e-05
1.010000000000000000e+02,1.013262167365411477e-03
1.020000000000000000e+02,2.279908616990890269e-04
1.030000000000000000e+02,2.753692809349706254e-04
1.040000000000000000e+02,3.820893657248043435e-04
1.050000000000000000e+02,7.475582395226359382e-04
1.060000000000000000e+02,6.147494091347837156e-04
1.070000000000000000e+02,9.051603506002257318e-04
1.080000000000000000e+02,6.511799593962102565e-04
1.090000000000000000e+02,1.702871632787156123e-04
1.100000000000000000e+02,9.910862129951850650e-05
1.110000000000000000e+02,5.255706624881981408e-04
1.120000000000000000e+02,9.415144692698750864e-04
1.130000000000000000e+02,4.858502200861442607e-04
1.140000000000000000e+02,3.637690021691402536e-04
1.150000000000000000e+02,2.768718676702062857e-04
1.160000000000000000e+02,8.404938803023233231e-04
1.170000000000000000e+02,7.624830233077828931e-04
1.180000000000000000e+02,4.479004007870147864e-04
1.190000000000000000e+02,4.962294877727957279e-04
1.200000000000000000e+02,6.722717790412740917e-04
1.210000000000000000e+02,6.763986470661261961e-04
1.220000000000000000e+02,1.553580437413845314e-03
1.230000000000000000e+02,3.766715612101493422e-04
1.240000000000000000e+02,5.984741723495946549e-04
1.250000000000000000e+02,7.372395484145499852e-04
1.260000000000000000e+02,1.207115487336639283e-03
1.270000000000000000e+02,3.367447452494569133e-04
1.280000000000000000e+02,9.073352617078871585e-05
